Title,Authors,DOI,DOI link,Venue,Citation count,Year
Short-term preoperative smoking cessation and postoperative complications: a systematic review and meta-analysis,"J. Wong, David Lam, A. Abrishami, M. Chan, F. Chung",10.1007/s12630-011-9652-x,https://doi.org/10.1007/s12630-011-9652-x,Canadian Journal of Anesthesia/Journal canadien d'anesthésie,323,2012
Smoking and mental illness: A population-based prevalence study.,"K. Lasser, J. Boyd, S. Woolhandler, D. Himmelstein, D. McCormick, D. Bor",10.1001/JAMA.284.20.2606,https://doi.org/10.1001/JAMA.284.20.2606,Journal of the American Medical Association (JAMA),2570,2000
Quitting smoking is associated with long term improvements in mood,J. Prochaska,10.1136/bmj.g1562,https://doi.org/10.1136/bmj.g1562,British medical journal,9,2014
Longitudinal and Reciprocal Relationships Between Psychological Well-Being and Smoking.,"Sara N. Lappan, Christopher B. Thorne, Dustin M. Long, P. Hendricks",10.1093/ntr/nty185,https://doi.org/10.1093/ntr/nty185,Nicotine & Tobacco Research,30,2018
Smoking cessation and absence from work.,"M. Wooden, R. Bush",10.1006/PMED.1995.1084,https://doi.org/10.1006/PMED.1995.1084,Preventive Medicine,23,1995
Do ex-smokers report feeling happier following cessation? Evidence from a cross-sectional survey.,"L. Shahab, R. West",10.1093/ntr/ntp031,https://doi.org/10.1093/ntr/ntp031,Nicotine & Tobacco Research,49,2009
Economics of smoking cessation,"S. Parrott, C. Godfrey",10.1136/BMJ.328.7445.947,https://doi.org/10.1136/BMJ.328.7445.947,British medical journal,154,2004
"Smoking Cessation and Quality of Life: Insights From Analysis of Longitudinal Australian Data, an Application for Economic Evaluations.","Foruhar Moayeri, Y. Hsueh, D. Dunt, P. Clarke",10.1016/j.jval.2020.11.022,https://doi.org/10.1016/j.jval.2020.11.022,Value in Health,9,2021
Clinical significance of tobacco withdrawal.,J. Hughes,10.1080/14622200500494856,https://doi.org/10.1080/14622200500494856,Nicotine & Tobacco Research,68,2006
Smoking Cessation and Changes in Anxiety and Depression in Adults With and Without Psychiatric Disorders,"Angela Difeng Wu, Min Gao, P. Aveyard, Gemma Taylor",10.1001/jamanetworkopen.2023.16111,https://doi.org/10.1001/jamanetworkopen.2023.16111,JAMA Network Open,27,2023
The health benefits of smoking cessation.,R. Mulcahy,10.1001/jama.1990.03450150028009,https://doi.org/10.1001/jama.1990.03450150028009,Irish medical journal,355,1990
Does smoking cessation improve mental health?,"Y. Mino, J. Shigemi, T. Otsu, T. Tsuda, A. Babazono",10.1046/j.1440-1819.2000.00654.x,https://doi.org/10.1046/j.1440-1819.2000.00654.x,Psychiatry and Clinical Neurosciences,34,2000
Severity of negative mood and anxiety symptoms occurring during acute abstinence from tobacco: A systematic review and meta-analysis,"Aldo Alberto Conti, S. Tolomeo, J. Steele, A. Baldacchino",10.1016/j.neubiorev.2020.04.018,https://doi.org/10.1016/j.neubiorev.2020.04.018,Neuroscience and Biobehavioral Reviews,20,2020
Does smoking cessation result in improved mental health? A comparison of regression modelling and propensity score matching,"Gemma Taylor, A. Girling, A. McNeill, P. Aveyard",10.1136/bmjopen-2015-008774,https://doi.org/10.1136/bmjopen-2015-008774,BMJ Open,13,2015
Experienced Effects on Well-Being following Smoking Cessation: Findings from the 2020 ITC Four Country Smoking and Vaping Survey,"Lin Li, R. Borland, H. Yong, Shannon Gravely, G. Fong, K. Cummings, Katherine A. East, Michael R. Le Grande",10.3390/ijerph191610037,https://doi.org/10.3390/ijerph191610037,International Journal of Environmental Research and Public Health,3,2022
Smoking Cessation and Improvement in Mental Health Outcomes: Do People Who Quit Smoking by Switching to Electronic Cigarettes Experience Improvement in Mental Health?,"R. Dahal, K. Adhikari, S. Patten",10.1177/0706743720917775,https://doi.org/10.1177/0706743720917775,Canadian journal of psychiatry. Revue canadienne de psychiatrie,8,2020
"Stopping smoking may improve mental health, Cochrane review finds",Elisabeth Mahase,10.1136/bmj.n676,https://doi.org/10.1136/bmj.n676,British medical journal,1,2021
Changes in prevalence of depression and anxiety following smoking cessation: results from an international cohort study (ATTEMPT),"L. Shahab, S. Andrew, R. West",10.1017/S0033291713000391,https://doi.org/10.1017/S0033291713000391,Psychological Medicine,33,2013
Smoking cessation and quality of life: the effect of amount of smoking and time since quitting.,"I. Mulder, M. Tijhuis, H. Smit, D. Kromhout",10.1006/PMED.2001.0941,https://doi.org/10.1006/PMED.2001.0941,Preventive Medicine,113,2001
Short-term economic and health benefits of smoking cessation: myocardial infarction and stroke.,"J. Lightwood, S. Glantz",10.1161/01.CIR.96.4.1089,https://doi.org/10.1161/01.CIR.96.4.1089,Circulation,371,1997
21st-century hazards of smoking and benefits of cessation in the United States.,"P. Jha, C. Ramasundarahettige, V. Landsman, Brian L. Rostron, M. Thun, Robert N. Anderson, T. McAfee, R. Peto",10.1056/NEJMsa1211128,https://doi.org/10.1056/NEJMsa1211128,New England Journal of Medicine,1618,2013
Improvements in health-related quality of life among smokers who quit after hospitalization.,"D. Levy, Yuchiao Chang, S. Regan, H. Tindle, D. Singer, N. Rigotti",10.1016/j.ypmed.2018.02.006,https://doi.org/10.1016/j.ypmed.2018.02.006,Preventive Medicine,13,2018
Smoking cessation for improving mental health.,"Gemma M J Taylor, N. Lindson, A. Farley, Andrea Leinberger-Jabari, K. Sawyer, Rebecca Te Water Naudé, Annika Theodoulou, Naomi King, C. Burke, P. Aveyard",10.1002/14651858.CD013522.pub2,https://doi.org/10.1002/14651858.CD013522.pub2,Cochrane Database of Systematic Reviews,10,2021
The Potential Impact of Smoke-Free Facilities on Smoking Cessation in People with Mental Illness,"D. Lawrence, S. Lawn, S. Kisely, A. Bates, F. Mitrou, S. Zubrick",10.3109/00048674.2011.619961,https://doi.org/10.3109/00048674.2011.619961,Australian and New Zealand journal of psychiatry (Print),30,2011
Can smoking provide mental health benefits,N. Welyczko,10.12968/GASN.2014.12.2.12,https://doi.org/10.12968/GASN.2014.12.2.12,-,3,2014
Change in mental health after smoking cessation,"G. Taylor, Alan Farley Ann  Girling, Amanda Lindson-Hawley",-,-,-,10,2014
"Smoking cessation, anxiety, mood and quality of life: reassuring evidences.","I. Baiardini, C. Sorino, F. Di Marco, F. Facchini",-,-,Minerva Medica,18,2014
Change in mental health after smoking cessation: systematic review and meta-analysis,"Gemma Taylor, A. McNeill, A. Girling, A. Farley, Nicola Lindson-Hawley, P. Aveyard",10.1136/bmj.g1151,https://doi.org/10.1136/bmj.g1151,British medical journal,722,2014
Stopping smoking shortly before surgery and postoperative complications: a systematic review and meta-analysis.,"Katie Myers, P. Hajek, C. Hinds, H. McRobbie",10.1001/archinternmed.2011.97,https://doi.org/10.1001/archinternmed.2011.97,Archives of Internal Medicine,229,2011
Does deterioration in mental health after smoking cessation predict relapse to smoking?,"Gemma Taylor, A. McNeill, P. Aveyard",10.1186/s12889-015-2473-z,https://doi.org/10.1186/s12889-015-2473-z,BMC Public Health,14,2015
The impact of smoking cessation on patient quality of life.,"M. P. Sales, Maria Irenilza Oliveira, Isabela Melo Mattos, C. M. S. Viana, E. D. Pereira",10.1590/S1806-37132009000500008,https://doi.org/10.1590/S1806-37132009000500008,Jornal Brasileiro de Pneumologia,32,2009
Dynamics of smoking cessation and health-related quality of life among Canadians.,"M. Shields, R. Garner, K. Wilkins",-,-,Health reports,20,2013
Association of smoking cessation with financial stress and material well-being: results from a prospective study of a population-based national survey.,"M. Siahpush, M. Spittal, Gopal K Singh",10.2105/AJPH.2006.103580,https://doi.org/10.2105/AJPH.2006.103580,American Journal of Public Health,65,2007
