Title,Authors,DOI,DOI link,Venue,Citation count,Year
Smoking and the compression of morbidity,"W. Nusselder, Caspar W. N. Looman, P. J. V. D. Mheen, D. Mheen, J. Mackenbach",10.1136/jech.54.8.566,https://doi.org/10.1136/jech.54.8.566,Journal of Epidemiology and Community Health,111,2000
Association between smoking cessation and short-term health-care use: results from an international prospective cohort study (ATTEMPT),"E. Beard, L. Shahab, S. Curry, R. West",10.1111/add.12281,https://doi.org/10.1111/add.12281,Addiction,4,2013
Do cigarette smokers with erectile dysfunction benefit from stopping?: a prospective study,"G. Pourmand, M. Alidaee, S. Rasuli, A. Maleki, A. Mehrsai",10.1111/j.1464-410X.2004.05162.x,https://doi.org/10.1111/j.1464-410X.2004.05162.x,BJU International,101,2004
Health consequences of sustained smoking cessation,"K. Bjartveit, A. Tverdal",10.1136/tc.2008.026898,https://doi.org/10.1136/tc.2008.026898,Tobacco Control,51,2009
SMOKING CESSATION – WHAT’S NEW?,ANCUȚA-ALINA CONSTANTIN ,10.31925/farmacia.2023.5.1,https://doi.org/10.31925/farmacia.2023.5.1,Farmacia,1,2023
Smoking cessation and depression after acute coronary syndrome.,"K. Krasieva, C. Clair, B. Gencer, D. Carballo, R. Klingenberg, L. Räber, S. Windecker, N. Rodondi, C. Matter, T. Lüscher, F. Mach, O. Muller, D. Nanchen",10.1016/j.ypmed.2022.107177,https://doi.org/10.1016/j.ypmed.2022.107177,Preventive Medicine,2,2022
Smoking Cessation and the Role of Stigma: A Systematic Review,C. White,-,-,-,0,2016
"PRELIMINARY VERSION – PLEASE DO NOT QUOTE Stop Smoking, Your Paycheck Will Thank You! Wage Effects from Smoking Cessation","Silke Anger, M. Kvasnička",-,-,-,0,2011
Effects of Cigarette Smoking and 3‐Day Smoking Abstinence on Translocator Protein 18 kDa Availability: A [18F]FEPPA Positron Emission Tomography Study,"Arthur L. Brody, Andre Y Sanavi, Renee Beverly‐Aylwin, Natalie Guggino, Anna K Mischel, Alvin Wong, Ji Hye Bahn, Mark G. Myers, Brinda Rana, David R Vera, Kishore K. Kotta, Jeffrey H Meyer, Jared W Young, Carl K. Hoh",10.1111/adb.70024,https://doi.org/10.1111/adb.70024,Addiction Biology,0,2025
Supporting smoking cessation in people with a mental health condition,D. Robson,10.12968/NPRE.2018.16.9.428,https://doi.org/10.12968/NPRE.2018.16.9.428,Nurse Prescribing,0,2018
Life quality predictors in smokers and abstinents,"N. Andrade, Maria da Graça Pereira",10.9788/TP2012.2-09,https://doi.org/10.9788/TP2012.2-09,-,0,2012
[Predicted effect of smoking cessation of tobacco-related mortality].,H. Brønnum-Hansen,-,-,Ugeskrift for læger,7,2000
"Longitudinal association between smoking abstinence and depression severity in those with baseline current, past, and no history of major depressive episode in an international online tobacco cessation study.","Nancy H. Liu, Chaorong Wu, E. Perez-stable, R. Muñoz",10.1093/ntr/ntaa036,https://doi.org/10.1093/ntr/ntaa036,Nicotine & Tobacco Research,9,2020
Smoking Cessation,"G. Huber, M. Burke, L. Nett",10.1055/s-2007-1012607,https://doi.org/10.1055/s-2007-1012607,-,0,1986
"Smoking Bans, Cigarette Prices and Life Satisfaction","R. Odermatt, A. Stutzer",10.1016/j.jhealeco.2015.09.010,https://doi.org/10.1016/j.jhealeco.2015.09.010,Journal of Health Economics,58,2013
Quitting smoking is associated with long term improvements in mood,J. Prochaska,10.1136/bmj.g1562,https://doi.org/10.1136/bmj.g1562,British medical journal,9,2014
Smoking Cessation Study Burns Some Myths,Laurie Martin,-,-,-,0,2010
Long term effect on mortality of stopping smoking after unstable angina and myocardial infarction.,"L. Daly, R. Mulcahy, I. Graham, N. Hickey",10.1136/bmj.287.6388.324,https://doi.org/10.1136/bmj.287.6388.324,British medical journal,173,1983
[Influence of tobacco smoking on quality of life in patients with lung cancer].,"M. Underner, J. Perriot, F. Merson, G. Peiffer, J. Meurice",10.1016/j.rmr.2014.08.011,https://doi.org/10.1016/j.rmr.2014.08.011,Revue des maladies respiratoires,4,2015
A longitudinal study on the impact of income change and poverty on smoking cessation.,Kit-Ngan Young-Hoon,10.17269/CJPH.103.3005,https://doi.org/10.17269/CJPH.103.3005,Canadian journal of public health,20,2012
Does smoking reduction make smokers happier? Evidence from a cross-sectional survey,"E. Beard, Jamie Brown, R. West",10.1017/JSC.2013.14,https://doi.org/10.1017/JSC.2013.14,-,3,2014
Smoking Cessation Is Associated with Improvements in Mental Health,P. Mueller,10.1056/NEJM-JW.NA33710,https://doi.org/10.1056/NEJM-JW.NA33710,-,0,2014
Smoking cessation for the secondary prevention of coronary heart disease.,"J. Critchley, S. Capewell",10.1002/14651858.CD003041.PUB2,https://doi.org/10.1002/14651858.CD003041.PUB2,Cochrane Database of Systematic Reviews,322,2012
The relationship between smoking status and health-related quality of life among smokers who participated in a 1-year smoking cessation programme in Taiwan: a cohort study using the EQ-5D,"Pei-Ching Chen, R. Kuo, Chih-Kuan Lai, S. Tsai, Yue-chune Lee",10.1136/bmjopen-2014-007249,https://doi.org/10.1136/bmjopen-2014-007249,BMJ Open,29,2015
Association between smoking cessation and quality of life among patients with COPD in Tunisia,"M. Dardouri, M. Limam, T. Ajmi, A. Mtiraoui, Chekib Zedini, M. Mallouli",10.1093/eurpub/ckaa165.1358,https://doi.org/10.1093/eurpub/ckaa165.1358,-,2,2020
The role of time perspective in smoking cessation amongst older English adults.,Jean Adams,10.1037/a0015198,https://doi.org/10.1037/a0015198,Health Psychology,63,2009
Predicting the life-time benefit of school-based smoking prevention programmes.,"M. Jit, P. Aveyard, P. Barton, C. Meads",10.1111/j.1360-0443.2010.02924.x,https://doi.org/10.1111/j.1360-0443.2010.02924.x,Addiction,15,2010
children with ADHD? Does medication benefit the long-term psychiatric outcomes of,C. Campbell,-,-,-,0,2010
Affective trajectories before and after a quit attempt among smokers with current depressive disorders.,"A. Mathew, Jason D. Robinson, P. Norton, P. Cinciripini, Richard A. Brown, J. Blalock",10.1093/ntr/ntt036,https://doi.org/10.1093/ntr/ntt036,Nicotine & Tobacco Research,23,2013
The effect of stopping smoking on perceived stress levels.,"P. Hajek, T. Taylor, H. McRobbie",10.1111/j.1360-0443.2010.02979.x,https://doi.org/10.1111/j.1360-0443.2010.02979.x,Addiction,103,2010
Effectiveness of smoking cessation initiatives,"M. Jarvis, D. McIntyre, C. Bates, J. Foulds",10.1136/bmj.324.7337.608,https://doi.org/10.1136/bmj.324.7337.608,British medical journal,27,2002
: The impact on,"R. Windsor, L. Lowe, L. Perkins",-,-,-,1,2015
The benefits of quitting smoking.,-,-,-,Journal of the Indian Medical Association,4,1999
Cigarette Prices and Smoking Cessation—Letter,A. Braillon,10.1158/1055-9965.EPI-17-0582,https://doi.org/10.1158/1055-9965.EPI-17-0582,"Cancer Epidemiology, Biomarkers and Prevention",1,2017
Quality of life after quitting smoking and initiating aerobic exercise,"E. Bloom, Haruka Minami, Richard A. Brown, D. Strong, D. Riebe, A. Abrantes",10.1080/13548506.2017.1282159,https://doi.org/10.1080/13548506.2017.1282159,"Psychology, Health & Medicine",26,2017
Smoking cessation in adults: A dual process perspective,"D. Hine, Anthony Darcy Gibson Marks, G. O’Neill",10.1080/16066350802386108,https://doi.org/10.1080/16066350802386108,-,7,2009
[On smoking].,"Batool Ali, Ghalib Yassin",10.2307/j.ctt1xp3md1.53,https://doi.org/10.2307/j.ctt1xp3md1.53,Zahnarztlicher Gesundheitsdienst : offizielles Organ des Bundesverbandes der Zahnarzte des Offentlichen Gesundheitsdienstes E.V,31,1974
Abstention from smoking extends life and compresses morbidity: a population based study of health expectancy among smokers and never smokers in Denmark,"H. Brønnum-Hansen, K. Juel",10.1136/tc.10.3.273,https://doi.org/10.1136/tc.10.3.273,Tobacco Control,83,2001
The effect of smoking and smoking cessation on arterial stiffness: a systematic review and meta-analysis.,"A. Saz-Lara, V. Martínez-Vizcaíno, Irene Sequí-Domínguez, C. Álvarez‐Bueno, B. Notario-Pacheco, I. Cavero-Redondo",10.1093/eurjcn/zvab102,https://doi.org/10.1093/eurjcn/zvab102,European Journal of Cardiovascular Nursing,18,2021
[Behavioral and cognitive therapy for social phobia in a smoker].,"P. Guichenez, G. Lagrue, I. Clauzel, G. Germaini, P. Dupont, A. Clauzel",-,-,Presse medicale,0,2006
"Smoking Cessation in Cancer Care: Myths, Presumptions and Implications for Practice.","M. Giuliani, J. Brual, E. Cameron, M. Chaiton, L. Eng, M. Haque, Geoffrey Liu, N. Mittmann, J. Papadakos, D. Saunders, R. Truscott, W. Evans",10.1016/j.clon.2020.01.008,https://doi.org/10.1016/j.clon.2020.01.008,Clinics in oncology,12,2020
Impact of Smoking Cessation on Lung Function Parameters – A Cross Sectional Study,"Yogita Hatmode, D. Kumar K U",10.9734/jpri/2021/v33i58b34186,https://doi.org/10.9734/jpri/2021/v33i58b34186,Journal of Pharmaceutical Research International,0,2021
Tobacco Consumption and Quality of Life,"G. Zucco, D. Nicodemo, Adriano Bressane, Adriana Ávilla Almeida, J. Almeida",10.34172/thj.2023.1073,https://doi.org/10.34172/thj.2023.1073,Tobacco and Health,1,2023
Health benefits and economic advantages associated with increased utilization of a smoking cessation program.,"S. Datta, Paul A. Dennis, James M. Davis",10.2217/cer-2020-0005,https://doi.org/10.2217/cer-2020-0005,Journal of Comparative Effectiveness Research,1,2020
Will the Doctor Stop Smoking?!,N. Anaizi,10.4176/090110,https://doi.org/10.4176/090110,Libyan Journal of Medicine,0,2008
Does Smoking Cessation Improve Oral Health-related Quality of Life? A Pilot Study,"Raha Habibagahi, N. Navabi, Maryam Alsadat Hashemipour, Atefeh Hashemzehi",10.22122/ahj.v12i3.273,https://doi.org/10.22122/ahj.v12i3.273,addiction and health,7,2020
A survey of doctors' attitudes to smoking.,"C. Fletcher, R. Doll",10.1136/JECH.23.3.145,https://doi.org/10.1136/JECH.23.3.145,British Journal of Preventive and Social Medicine,46,1969
Smoking cessation and quality of life outcomes among older adults in the Campbell's Survey on Well-Being.,"Hirdes Jp, Maxwell Cj",-,-,-,43,1994
Successful Smoking Cessation Associated With Walking Behavior in Patients With Claudication: The Role of Behavioral Economics in Walking: PC136.,"Sherene E. Sharath, Minjae Lee, P. Kougias, N. Barshes",10.1016/j.jvs.2018.03.313,https://doi.org/10.1016/j.jvs.2018.03.313,Journal of Vascular Surgery,2,2018
Death by lung cancer or by diabetes? The unintended consequences of quitting smoking,"Federico Todeschini, J. Labeaga, S. Jiménez-Mart́ın",-,-,-,1,2010
Executive cognitive function and cessation of smoking among older smokers,"R. Tait, Ranita Siru",10.2217/1745509X.5.1.33,https://doi.org/10.2217/1745509X.5.1.33,-,8,2009
The nonpecuniary effects of smoking cessation: happier smokers smoke less,S. Moore,10.1080/13504850601018502,https://doi.org/10.1080/13504850601018502,-,15,2009
Changes in quality of life and mental health outcomes related to vaping cessation among US adults,"H. Dai, Brian Young",10.1136/tc-2024-059098,https://doi.org/10.1136/tc-2024-059098,Tobacco Control,0,2025
Smoking Cessation and Short- and Longer-Term Mortality.,"Eo Rin Cho, Ilene K Brill, I. Gram, Patrick E Brown, Prabhat Jha",10.1056/EVIDoa2300272,https://doi.org/10.1056/EVIDoa2300272,NEJM Evidence,14,2024
ASSESSMENT OF REHABILITATION AND SMOKING CESSATION STRATIGIES IN PATIENTS WITH PSYCHIATRIC DISORDERS INTERVENTIONAL STUDY,"A. El-Rahman, SAMAH M ABD EL‐HAMID",10.21608/jes.2018.22768,https://doi.org/10.21608/jes.2018.22768,-,0,2018
"[The effects of implementing a smoking cessation intervention in Spain on morbidity, mortality and health care costs].","J. González-Enríquez, T. Salvador-Llivina, Á. López-Nicolás, E. Antón De Las Heras, A. Musin, E. Fernández, M. García, A. Schiaffino, I. Pérez-Escolano",10.1590/S0213-91112002000400005,https://doi.org/10.1590/S0213-91112002000400005,Gaceta Sanitaria,9,2002
What if I fail? Unsuccessful smoking cessation attempts and symptoms of depression and anxiety: a systematic review and meta-analysis,"Amy Bethan Crabb, Jennifer Allen, Gemma Taylor",10.1136/bmjopen-2024-091419,https://doi.org/10.1136/bmjopen-2024-091419,BMJ Open,0,2025
The impact of tobacco cessation on the evolution of patients with non-ST-elevation acute coronary syndromes.,"N. Ayedi, R. Khemakhem, N. Kammoun, W. Feki, N. Bahloul, N. Moussa, I. Yangui, H. Ayedi, S. Kammoun, R. Hammami, S. Kammoun",10.1183/13993003.congress-2018.pa1237,https://doi.org/10.1183/13993003.congress-2018.pa1237,"Tobacco, smoking control and health education",0,2018
The impact of smoking cessation on patient quality of life.,"M. P. Sales, Maria Irenilza Oliveira, Isabela Melo Mattos, C. M. S. Viana, E. D. Pereira",10.1590/S1806-37132009000500008,https://doi.org/10.1590/S1806-37132009000500008,Jornal Brasileiro de Pneumologia,32,2009
5. Tobacco Cessation,M. Paharia,10.1002/9781118269657.ch5,https://doi.org/10.1002/9781118269657.ch5,-,0,2012
Improved clinical outcomes among persons with HIV who quit smoking,"Su Fen Lubitz, Alex Flitter, R. Ashare, Morgan Thompson, F. Leone, R. Gross, R. Schnoll",10.1080/09540121.2019.1703891,https://doi.org/10.1080/09540121.2019.1703891,AIDS Care,9,2019
Additional Benefits of Maintaining a Healthy Lifestyle After Quitting Smoking.,"B. Faseru, P. Fagan, K. Okuyemi",10.1001/jamanetworkopen.2022.32784,https://doi.org/10.1001/jamanetworkopen.2022.32784,JAMA Network Open,2,2022
Abstention from cigarette smoking improves cerebral perfusion among elderly chronic smokers.,"R. L. Rogers, J. Meyer, B. W. Judd, K. Mortel",10.1001/JAMA.1985.03350440048029,https://doi.org/10.1001/JAMA.1985.03350440048029,Journal of the American Medical Association (JAMA),124,1985
"Smoking cessation, weight gain, and changes in cardiovascular risk factors during menopause: the Healthy Women Study.","Michele Burnette, E. Meilahn, L. Kuller, Steven, L. Bloom, D. Mclntire, M. Kelly, L. Heidi, Beimer, R. Burpo, Marcy A. Garcia",10.2105/AJPH.88.1.93,https://doi.org/10.2105/AJPH.88.1.93,American Journal of Public Health,44,1998
Finding better ways of motivating and assisting smokers to stop: Research at the CRUK Health Behaviour Research Centre,R. West,-,-,-,6,2008
Cigarette smoking cessation and total and cause-specific mortality: a 22-year follow-up study among US male physicians.,"Yin Cao, Stacey A. Kenfield, Yan Song, B. Rosner, W. Qiu, H. Sesso, J. Gaziano, Jing Ma",10.1001/archinternmed.2011.539,https://doi.org/10.1001/archinternmed.2011.539,Archives of Internal Medicine,33,2011
Long-Term Survival After a Smoking-Cessation Intervention,J. Gore,10.1056/JC200512300000011,https://doi.org/10.1056/JC200512300000011,-,0,2005
Effects of smoking cessation on pulmonary function and quality of life,"Ramesh P. M., S. M., D. .",10.18203/2349-3933.IJAM20183832,https://doi.org/10.18203/2349-3933.IJAM20183832,-,1,2018
Health Profiles of Current and Former Smokers and Lifelong Abstainers,"Jinling Tang, J. Muir, T. Lancaster, L. Jones, G. Fowler",10.1016/s0035-8819(25)00193-x,https://doi.org/10.1016/s0035-8819(25)00193-x,Journal of the Royal College of Physicians of London,15,1997
Article does not prove that smoking cessation has an “effect” on mental health,"S. Sanderson, Amy Taylor, M. Munafo",10.1136/bmj.g2018,https://doi.org/10.1136/bmj.g2018,British medical journal,5,2014
Longer duration of smoking abstinence is associated with waning cessation fatigue.,"Bryan W. Heckman, K. Cummings, Jonathan J K Stoltman, Jennifer Dahne, R. Borland, G. Fong, M. Carpenter",10.1016/j.brat.2018.11.011,https://doi.org/10.1016/j.brat.2018.11.011,Behaviour Research and Therapy,5,2019
"Effects of Smoking and Smoking Cessation on Life Expectancy in an Elderly Population in Beijing, China, 1992–2000: An 8-Year Follow-up Study","Xiaobing Tian, Zhe Tang, Jingmei Jiang, X. Fang, Xiaoguang Wu, W. Han, S. Guan, Hongjun Liu, L. Diao, F. Sun",10.2188/jea.JE20110001,https://doi.org/10.2188/jea.JE20110001,Journal of Epidemiology,40,2011
Tobacco control and health expectancy in Australia,"C. Holman, B. Corti, R. Donovan, V. Dawes",10.1136/tc.2.3.195,https://doi.org/10.1136/tc.2.3.195,-,2,1993
Smoking cessation – medicine must triumph over politics,G. Jackson,10.1111/j.1742-1241.2008.01901.x,https://doi.org/10.1111/j.1742-1241.2008.01901.x,International journal of clinical practice,1,2008
Effect of quitting smoking on quality of life following a diagnosis of lung cancer,"R. Gemine, R. Ghosal, G. Collier, K. Lewis",10.1183/13993003.congress-2019.oa5133,https://doi.org/10.1183/13993003.congress-2019.oa5133,"Tobacco, smoking control and health educ.",1,2019
Health-Related Quality of Life Among Pregnant Women with Pre-pregnancy Smoking in China: A National Cross-sectional Study (Preprint),"Kadi Hu, Shiqian Zou, Casper J. P. Zhang, Huailiang Wu, B. Akinwunmi, Zilian Wang, W. Ming",10.2196/preprints.29718,https://doi.org/10.2196/preprints.29718,-,0,2021
Psychological factors associated with smoking and quitting: addiction map of Turkey study,"Hüseyin Ünübol, G. Hızlı Sayar",10.2147/NDT.S204167,https://doi.org/10.2147/NDT.S204167,Neuropsychiatric Disease and Treatment,3,2019
Estimating the effect of smoking cessation on weight gain: an instrumental variable approach.,"D. Eisenberg, Brian C Quinn",10.1111/J.1475-6773.2006.00594.X,https://doi.org/10.1111/J.1475-6773.2006.00594.X,Health Services Research,93,2006
Effect of quitting smoking on health outcomes during treatment for tuberculosis: secondary analysis of the TB & Tobacco Trial,"K. Siddiqi, A. Keding, Anna-Marie Marshall, O. Dogar, Jinshuo Li, R. Huque, R. Fatima, Amina Khan, H. Elsey, R. Gabe, D. Kotz, A. Sheikh",10.1136/thoraxjnl-2020-215926,https://doi.org/10.1136/thoraxjnl-2020-215926,Thorax,16,2021
Impacto da cessação tabágica na qualidade de vida dos pacientes* The impact of smoking cessation on patient quality of life,"Maria da Penha Uchoa Sales, M. I. Oliveira, Isabela Mattos, Cyntia Maria Sampaio Viana, Eanes Delgado, B. Pereira",-,-,-,2,2009
