Title,Authors,DOI,DOI link,Venue,Citation count,Year
Association of Western and traditional diets with depression and anxiety in women.,"F. Jacka, J. Pasco, A. Mykletun, L. Williams, A. Hodge, S. O’Reilly, G. Nicholson, M. Kotowicz, M. Berk",10.1176/appi.ajp.2009.09060881,https://doi.org/10.1176/appi.ajp.2009.09060881,American Journal of Psychiatry,692,2010
A randomised controlled trial of dietary improvement for adults with major depression (the ‘SMILES’ trial),"F. Jacka, A. O'Neil, Rachelle S. Opie, C. Itsiopoulos, S. Cotton, Mohammedreza Mohebbi, D. Castle, S. Dash, C. Mihalopoulos, M. Chatterton, L. Brazionis, O. Dean, A. Hodge, M. Berk",10.1186/s12916-017-0791-y,https://doi.org/10.1186/s12916-017-0791-y,BMC Medicine,755,2017
The Effects of Dietary Improvement on Symptoms of Depression and Anxiety: A Meta-Analysis of Randomized Controlled Trials,"J. Firth, W. Marx, S. Dash, R. Carney, S. Teasdale, M. Solmi, B. Stubbs, F. Schuch, A. Carvalho, F. Jacka, J. Sarris",10.1097/PSY.0000000000000673,https://doi.org/10.1097/PSY.0000000000000673,Psychosomatic Medicine,366,2019
Food and mood: how do diet and nutrition affect mental wellbeing?,"Joseph Firth, J. E. Gangwisch, Alessandra Borsini, R. Wootton, Emeran A. Mayer",10.1136/bmj.m2382,https://doi.org/10.1136/bmj.m2382,British medical journal,143,2020
"Food Insecurity, Poor Diet Quality, and Suboptimal Intakes of Folate and Iron Are Independently Associated with Perceived Mental Health in Canadian Adults","K. Davison, Lovedeep Gondara, B. Kaplan",10.3390/nu9030274,https://doi.org/10.3390/nu9030274,Nutrients,73,2017
The fundamental association between mental health and life satisfaction: results from successive waves of a Canadian national survey,"Patrick Lombardo, W. Jones, Liangliang Wang, Xinhua Shen, E. Goldner",10.1186/s12889-018-5235-x,https://doi.org/10.1186/s12889-018-5235-x,BMC Public Health,220,2018
Is there an association between diet and depression in children and adolescents? A systematic review,"Sundus Khalid, C. Williams, S. Reynolds",10.1017/S0007114516004359,https://doi.org/10.1017/S0007114516004359,British Journal of Nutrition,209,2016
Is Psychological Well-Being Linked to the Consumption of Fruit and Vegetables?,"David G. Blanchflower, Andrew J. Oswald, Sarah Stewart-Brown",10.1007/s11205-012-0173-y,https://doi.org/10.1007/s11205-012-0173-y,Social Indicators Research,180,2012
The Association Between Habitual Diet Quality and the Common Mental Disorders in Community-Dwelling Adults: The Hordaland Health Study,"F. Jacka, A. Mykletun, M. Berk, I. Bjelland, G. Tell",10.1097/PSY.0b013e318222831a,https://doi.org/10.1097/PSY.0b013e318222831a,Psychosomatic Medicine,297,2011
The influence of physical activity on mental well-being,K. Fox,10.1017/S1368980099000567,https://doi.org/10.1017/S1368980099000567,Public Health Nutrition,1262,1999
What is the best dose of nature and green exercise for improving mental health? A multi-study analysis.,"J. Barton, J. Pretty",10.1021/es903183r,https://doi.org/10.1021/es903183r,Environmental Science and Technology,1360,2010
The role of diet and nutrition on mental health and wellbeing,"L. Owen, B. Corfe",10.1017/S0029665117001057,https://doi.org/10.1017/S0029665117001057,Proceedings of the Nutrition Society,152,2017
A Mediterranean-style dietary intervention supplemented with fish oil improves diet quality and mental health in people with depression: A randomized controlled trial (HELFIMED),"N. Parletta, D. Zarnowiecki, Jihyun Cho, Amy L. Wilson, S. Bogomolova, A. Villani, C. Itsiopoulos, T. Niyonsenga, S. Blunden, B. Meyer, L. Segal, B. Baune, K. O'dea",10.1080/1028415X.2017.1411320,https://doi.org/10.1080/1028415X.2017.1411320,Nutritional neuroscience,404,2017
Diet Quality and Mental Health Amongst Acute Inpatient Psychiatric Patients,"R. Gill, Sean F Tyndall, Darshini Vora, Rashedul Hassan, J. Megna, L. Leontieva",10.7759/cureus.12434,https://doi.org/10.7759/cureus.12434,Cureus,6,2020
Associations between diet quality and mental health in socially disadvantaged New Zealand adolescents,"A. Kulkarni, B. Swinburn, J. Utter",10.1038/ejcn.2014.130,https://doi.org/10.1038/ejcn.2014.130,European Journal of Clinical Nutrition,70,2014
Relationship between diet and mental health in children and adolescents: a systematic review.,"A. O'Neil, S. Quirk, Siobhan Housden, S. Brennan, L. Williams, J. Pasco, M. Berk, F. Jacka",10.2105/AJPH.2014.302110,https://doi.org/10.2105/AJPH.2014.302110,American Journal of Public Health,535,2014
Behavioural effects of a 10-day Mediterranean diet. Results from a pilot study evaluating mood and cognitive performance,"Laura McMillan, L. Owen, M. Kras, A. Scholey",10.1016/j.appet.2010.11.149,https://doi.org/10.1016/j.appet.2010.11.149,Appetite,112,2011
Nutritional psychiatry: Towards improving mental health by what you eat,"R. Adan, E. M. van der Beek, J. Buitelaar, J. Cryan, J. Hebebrand, S. Higgs, H. Schellekens, S. Dickson",10.1016/j.euroneuro.2019.10.011,https://doi.org/10.1016/j.euroneuro.2019.10.011,European Neuropsychopharmacology,266,2019
A Prospective Study of Diet Quality and Mental Health in Adolescents,"F. Jacka, P. Kremer, M. Berk, A. D. de Silva-Sanigorski, M. Moodie, E. Leslie, J. Pasco, B. Swinburn",10.1371/journal.pone.0024805,https://doi.org/10.1371/journal.pone.0024805,PLoS ONE,346,2011
A brief diet intervention can reduce symptoms of depression in young adults – A randomised controlled trial,"H. Francis, R. Stevenson, Jaime R Chambers, Dolly Gupta, B. Newey, C. Lim",10.1371/journal.pone.0222768,https://doi.org/10.1371/journal.pone.0222768,PLoS ONE,175,2019
Evidence of the Importance of Dietary Habits Regarding Depressive Symptoms and Depression,"Tina Ljungberg, Emma Bondza, C. Lethin",10.3390/ijerph17051616,https://doi.org/10.3390/ijerph17051616,International Journal of Environmental Research and Public Health,133,2020
Food and mood: how do diet and nutrition affect mental wellbeing?,-,10.1136/bmj.m4269,https://doi.org/10.1136/bmj.m4269,British medical journal,181,2020
Diet quality and depression risk: A systematic review and dose-response meta-analysis of prospective studies.,"M. Molendijk, P. Molero, F. Ortuño Sánchez-Pedreño, W. van der Does, Miguel Angel Martínez-González",10.1016/j.jad.2017.09.022,https://doi.org/10.1016/j.jad.2017.09.022,Journal of Affective Disorders,392,2018
A systematic review of the association of diet quality with the mental health of university students: implications in health education practice,"Solomis Solomou, Jennifer Logue, S. Reilly, Guillermo Perez-Algorta",10.1093/her/cyac035,https://doi.org/10.1093/her/cyac035,Health Education Research,34,2022
Nutritional Psychiatry: Where to Next?,F. Jacka,10.1016/j.ebiom.2017.02.020,https://doi.org/10.1016/j.ebiom.2017.02.020,EBioMedicine,192,2017
A systematic review and meta-analysis of dietary patterns and depression in community-dwelling adults.,"Jun S. Lai, S. Hiles, A. Bisquera, A. Hure, M. McEvoy, J. Attia",10.3945/ajcn.113.069880,https://doi.org/10.3945/ajcn.113.069880,American Journal of Clinical Nutrition,680,2014
Community-based lifestyle interventions: changing behaviour and improving health.,"L. Blank, M. Grimsley, E. Goyder, E. Ellis, J. Peters",10.1093/PUBMED/FDM041,https://doi.org/10.1093/PUBMED/FDM041,Journal of public health,47,2007
The association between diet quality and mental health during the perinatal period. A systematic review,"Rachel Baskin, B. Hill, F. Jacka, A. O'Neil, H. Skouteris",10.1016/j.appet.2015.03.017,https://doi.org/10.1016/j.appet.2015.03.017,Appetite,91,2015
The Association between Dietary Quality and Dietary Guideline Adherence with Mental Health Outcomes in Adults: A Cross-Sectional Analysis,"Amy P. Meegan, I. Perry, C. Phillips",10.3390/nu9030238,https://doi.org/10.3390/nu9030238,Nutrients,48,2017
Nutrition and mental health: A review of current knowledge about the impact of diet on mental health,"Mateusz Grajek, K. Krupa-Kotara, Agnieszka Białek-Dratwa, K. Sobczyk, M. Grot, Oskar Kowalski, Wiktoria Staśkiewicz",10.3389/fnut.2022.943998,https://doi.org/10.3389/fnut.2022.943998,Frontiers in Nutrition,96,2022
Impact of diet on adult hippocampal neurogenesis,"D. Stangl, S. Thuret",10.1007/s12263-009-0134-5,https://doi.org/10.1007/s12263-009-0134-5,Genes & Nutrition,176,2009
Evolution of Well-Being and Happiness After Increases in Consumption of Fruit and Vegetables.,"Redzo Mujcic, Andrew J Oswald",10.2105/AJPH.2016.303260,https://doi.org/10.2105/AJPH.2016.303260,American Journal of Public Health,229,2016
Nutrition and psychiatry.,M. Freeman,10.1176/appi.ajp.2009.09121746,https://doi.org/10.1176/appi.ajp.2009.09121746,American Journal of Psychiatry,38,2010
Relationship between Diet and Mental Health in a Young Adult Appalachian College Population,"Rachel A. Wattick, Rebecca L. Hagedorn, M. Olfert",10.3390/nu10080957,https://doi.org/10.3390/nu10080957,Nutrients,111,2018
Diet and Mental Health During Emerging Adulthood: A Systematic Review,"S. Collins, S. Dash, S. Allender, F. Jacka, E. Hoare",10.1177/2167696820943028,https://doi.org/10.1177/2167696820943028,Emerging Adulthood,38,2020
Lettuce be happy: A longitudinal UK study on the relationship between fruit and vegetable consumption and well-being,"Neel Ocean, P. Howley, J. Ensor",10.1016/j.socscimed.2018.12.017,https://doi.org/10.1016/j.socscimed.2018.12.017,Social Science & Medicine (1967),132,2019
Maternal and early postnatal nutrition and mental health of offspring by age 5 years: a prospective cohort study.,"F. Jacka, E. Ystrøm, A. Brantsaeter, E. Karevold, C. Roth, M. Haugen, H. Meltzer, Synnve Schjølberg, M. Berk",10.1016/j.jaac.2013.07.002,https://doi.org/10.1016/j.jaac.2013.07.002,Journal of the American Academy of Child and Adolescent Psychiatry,242,2013
