Title,Authors,DOI,DOI link,Venue,Citation count,Year
Procrastination at the Core of Physical Activity (PA) and Perceived Quality of Life: A New Approach for Counteracting Lower Levels of PA Practice,"Nuria Codina, J. Pestana, Rafael Valenzuela, Núria Giménez",10.3390/ijerph17103413,https://doi.org/10.3390/ijerph17103413,International Journal of Environmental Research and Public Health,23,2020
Positive Activity Interventions to Enhance Well-Being : Looking Through a Social Psychological Lens,"Julia Revord, Lisa C. Walsh, S. Lyubomirsky",10.4324/9781351231879-21,https://doi.org/10.4324/9781351231879-21,-,4,2017
Physical activity and workplace sedentary behaviour.,M. Ashe,10.3138/ptc.64.1.ge1,https://doi.org/10.3138/ptc.64.1.ge1,Physiotherapy Canada. Physiothérapie Canada,13,2012
"Changes in physical activity and the association between pain and physical activity - a longitudinal analysis of 17,454 patients with knee or hip osteoarthritis from the GLA:D® registry.","L. Baumbach, D. T. Grønne, N. Møller, S. Skou, E. Roos",10.1016/j.joca.2022.09.012,https://doi.org/10.1016/j.joca.2022.09.012,Osteoarthritis and Cartilage,8,2022
OP41 Physical activity and positive mental wellbeing in a cohort of baby boomers: results from a British prospective cohort,"S. Black, R. Cooper, Kathryn R. Martin, Søren Brage, D. Kuh, Mai Stafford",10.1136/jech-2014-204726.44,https://doi.org/10.1136/jech-2014-204726.44,Journal of Epidemiology and Community Health,0,2014
Physical activity and life satisfaction among adolescents before and during the COVID-19 pandemic.,"František Chmelík, K. Frömel, D. Groffik, J. Mitáš",10.1016/j.actpsy.2023.104081,https://doi.org/10.1016/j.actpsy.2023.104081,Acta Psychologica,2,2023
Effects of physical activity and exercise on well-being in the context of the Covid-19 pandemic,"Juliana Marques de Abreu, Roberta Andrade de Souza, Livia Gomes Viana-Meireles, J. Landeira-Fernández, A. Filgueiras",10.1371/journal.pone.0260465,https://doi.org/10.1371/journal.pone.0260465,medRxiv,22,2020
AB1392 ASSOCIATION OF SEDENTARY BEHAVIOR AND PHYSICAL ACTIVITY LEVELS WITH 8 DIMENSIONS OF HEALTH-RELATED QUALITY OF LIFE IN INDIVIDUALS WITH NON-SPECIFIC CHRONIC LOW BACK PAIN: THE BACKFIT AND HEALTHYBACK PROJECTS,"G. Tsiarleston, M. D. López-Fernández, R. Pavón-Muñoz, V. Segura-Jiménez",10.1136/annrheumdis-2024-eular.2880,https://doi.org/10.1136/annrheumdis-2024-eular.2880,Scientific Abstracts,0,2024
Are international guidelines for physical activity sufficient to improve health status?,"H. Foulds, S. Bredin, S. Charlesworth, A. Ivey, D. Warburton",10.1096/fasebj.24.1_supplement.618.2,https://doi.org/10.1096/fasebj.24.1_supplement.618.2,-,0,2010
Long-term functioning and well-being outcomes associated with physical activity and exercise in patients with chronic conditions in the Medical Outcomes Study.,"A. Stewart, Ron D. Hays, K. Wells, K. Wells, W. Rogers, K. Spritzer, S. Greenfield",10.1016/0895-4356(94)90169-4,https://doi.org/10.1016/0895-4356(94)90169-4,Journal of Clinical Epidemiology,303,1994
"Satisfaction with Life, Subjective Well-Being and Functional Skills in Active Older Adults Based on Their Level of Physical Activity Practice","María Antonia Parra-Rizo, G. Sanchís-Soler",10.3390/ijerph17041299,https://doi.org/10.3390/ijerph17041299,International Journal of Environmental Research and Public Health,65,2020
Relationship of changes in physical activity and mortality among older women.,"E. Gregg, J. Cauley, K. Stone, T. Thompson, D. Bauer, S. Cummings, K. Ensrud",10.1001/JAMA.289.18.2379,https://doi.org/10.1001/JAMA.289.18.2379,Journal of the American Medical Association (JAMA),403,2003
"Physical Activity, Well-Being, and the Basic Psychological Needs: Adopting the SDT Model of Eudaimonia in a Post-Cardiac Rehabilitation Sample.","C. Saunders, V. Huta, S. Sweet",10.1111/aphw.12136,https://doi.org/10.1111/aphw.12136,Applied Psychology: Health and Well-Being,18,2018
"Life Satisfaction and Subsequent Physical, Behavioral, and Psychosocial Health in Older Adults.","Eric S. Kim, Scott W. Delaney, L. Tay, Ying Chen, Ed Diener, T. VanderWeele",10.1111/1468-0009.12497,https://doi.org/10.1111/1468-0009.12497,Milbank Quarterly,137,2021
Implications of light-intensity physical activity in improving health-related quality of life among congestive heart failure patients.,P. Loprinzi,10.1016/j.ijcard.2016.03.015,https://doi.org/10.1016/j.ijcard.2016.03.015,International Journal of Cardiology,10,2016
Association between physical activity and sickness absenteeism in university workers.,"R. López‐Bueno, Lee Smith, L. L. Andersen, G. López-Sánchez, J. Casajús, J. Casajús",10.1093/occmed/kqz158,https://doi.org/10.1093/occmed/kqz158,Occupational Medicine,15,2019
Is the holistic physical factor linked to life satisfaction in older age?,"Boris Miha Kaučič, M. Ovsenik, Bojana Filej",10.13075/mp.5893.00806,https://doi.org/10.13075/mp.5893.00806,Medycyna Pracy,6,2019
Physical Activity and Life Satisfaction in Blind and Visually Impaired Individuals,"Jakub Łabudzki, T. Tasiemski",10.2478/HUMO-2013-0025,https://doi.org/10.2478/HUMO-2013-0025,-,31,2013
Speciality Grand Challenge: Existing and emerging issues for physical activity in the prevention and management of disease and the promotion of wellbeing,David Broom,10.3389/fspor.2025.1570340,https://doi.org/10.3389/fspor.2025.1570340,Frontiers in Sports and Active Living,0,2025
The Association between Physical Activity and Quality of Life among University Students,"Tayyaba Niaz, Maryam Bilal, Minahil Jamil, Sarah Waqar, Hassan Javed, Hanan Azfar",10.61919/jhrr.v4i1.273,https://doi.org/10.61919/jhrr.v4i1.273,Journal of Health and Rehabilitation Research,1,2024
A time-lagged momentary assessment study on daily life physical activity and affect.,"M. Wichers, F. Peeters, B. Rutten, N. Jacobs, C. Derom, E. Thiery, P. Delespaul, J. van os",10.1037/a0025688,https://doi.org/10.1037/a0025688,Health Psychology,189,2012
The Effect of Physical Activity Applied to Housewives on their Well-Being and Happiness Levels,"N. Malkoç, Serap Çolak, N. Malkoç, Yeliz Yol",10.61091/jpms202413521,https://doi.org/10.61091/jpms202413521,Journal of Pioneering Medical Science,0,2024
"Well-being, physical activity and long-term conditions: cross-sectional analysis of Health Survey for England 2016.","C. Harvey, P. Ratcliffe, M. Gulliford",10.1016/j.puhe.2020.06.013,https://doi.org/10.1016/j.puhe.2020.06.013,Public Health,7,2020
Maintaining Healthy Behavior: a Prospective Study of Psychological Well-Being and Physical Activity,"Eric S. Kim, L. Kubzansky, J. Soo, Julia K. Boehm",10.1007/s12160-016-9856-y,https://doi.org/10.1007/s12160-016-9856-y,Annals of Behavioral Medicine,137,2017
Volunteering and life satisfaction: a closer look at the hypothesis that volunteering more strongly benefits the unhappy,Martin Binder,10.1080/13504851.2014.985364,https://doi.org/10.1080/13504851.2014.985364,-,53,2015
Quality of Life and Subjective Well-Being of Physically Active Elderly People: A Systematic Review,"Lídia Nunes Nóra De Souza, Pedro Henrique Berbert de Carvalho, M. E. C. Ferreira",-,-,-,20,2018
EVEN MODERATE PHYSICAL FITNESS BOOSTS LIFE EXPECTANCY.,Thl,10.1056/JW198911140000001,https://doi.org/10.1056/JW198911140000001,-,0,1989
"Physical Activity Levels, Correlates, and All-Cause Mortality Risk in People Living With Different Health Conditions.","Jenny M Marks-Vieveen, L. Uijtdewilligen, E. Motazedi, D. P. Stijnman, I. van den Akker-Scheek, Adrie J. Bouma, L. Buffart, Vincent de Groot, Ellen de Hollander, J. Jelsma, Johan de Jong, H. V. van Keeken, L. Krops, M. van der Leeden, S. Loer, Willem van Mechelen, F. van Nassau, J. Nauta, E. Verhagen, Wanda Wendel-Vos, Lucas H V van der Woude, J. Zwerver, R. Dekker, H. P. van der Ploeg",10.1123/jpah.2023-0387,https://doi.org/10.1123/jpah.2023-0387,Journal of Physical Activity and Health,1,2024
Does primary care referral to an exercise programme increase physical activity one year later? A randomized controlled trial.,"R. Harrison, C. Roberts, P. Elton",10.1093/PUBMED/FDH197,https://doi.org/10.1093/PUBMED/FDH197,Journal of public health,128,2005
Dose–Response Association between Physical Activity and Health-Related Quality of Life in General Population: A Population-Based Pooled Study,H. Alzahrani,10.3390/healthcare10081460,https://doi.org/10.3390/healthcare10081460,Healthcare,13,2022
Life satisfaction and increased self-perceived attractiveness as psychological benefits of physical activity,"P. Barczak, H. Bednarek",10.52336/ACM.2020.9.6.02,https://doi.org/10.52336/ACM.2020.9.6.02,-,2,2020
The association between retirement and age on physical activity in older adults.,"A. Godfrey, S. Lord, B. Galna, J. Mathers, D. Burn, L. Rochester",10.1093/ageing/aft168,https://doi.org/10.1093/ageing/aft168,Age and Ageing,57,2014
Active Lives South Australia health economic analysis: an evidence base for the potential of health promotion strategies supporting physical activity guidelines to reduce public health costs while improving wellbeing,"S. Eckermann, A. Willan",10.1007/s10389-021-01649-0,https://doi.org/10.1007/s10389-021-01649-0,Journal of public health,5,2021
The effects of physical activity on life satisfaction : a study on Icelandic adolescents,Thelma Björg Magnúsdóttir,-,-,-,1,2017
A cross-sectional study of physical activity behaviour and associations with wellbeing during the UK coronavirus lockdown,"C. Wood, J. Barton, N. Smyth",10.1177/1359105321999710,https://doi.org/10.1177/1359105321999710,Journal of Health Psychology,15,2020
"The Scientific Foundation for the Physical Activity Guidelines for Americans, 2nd Edition.","K. Powell, A. King, D. Buchner, W. Campbell, L. DiPietro, K. Erickson, C. Hillman, J. Jakicic, K. Janz, P. Katzmarzyk, W. Kraus, R. Macko, D. Marquez, A. McTiernan, R. Pate, L. Pescatello, M. Whitt-Glover",10.1123/jpah.2018-0618,https://doi.org/10.1123/jpah.2018-0618,Journal of Physical Activity and Health,484,2019
Outcome evaluation of Active Herts: A community-based physical activity programme for inactive adults at risk of cardiovascular disease and/or low mental wellbeing,"A. Chater, J. Schulz, Andy P. Jones, Amanda Burke, Shelby Carr, Dora Kukucska, N. Troop, D. Trivedi, N. Howlett",10.3389/fpubh.2022.903109,https://doi.org/10.3389/fpubh.2022.903109,Frontiers in Public Health,4,2022
An Active Approach to Health: Increasing physical activity amongst individuals with sedentary lifestyles through person-centred motivational support.,"Sara Bradley, T. Gorely",10.5334/ijic.icic23565,https://doi.org/10.5334/ijic.icic23565,International Journal of Integrated Care,0,2023
Physical activity and life satisfaction of students of physiotherapy and physical education at the close of the COVID-19 pandemic,"Andrei Shpakou, Joanna Baj-Korpak, K. Kowalczuk, Dorota Sokołowska, I. Naumau, Filip Korpak",10.36740/abal202402106,https://doi.org/10.36740/abal202402106,Acta Balneologica,0,2024
Being active when living within a large body: experiences during lifestyle intervention,"B. Toft, K. Galvin, C. V. Nielsen, L. Uhrenfeldt",10.1080/17482631.2020.1736769,https://doi.org/10.1080/17482631.2020.1736769,International Journal of Qualitative Studies on Health & Well-Being,13,2020
Increases in physical activity may affect quality of life differently in men and women: the PACE project,"Stephanie Whisnant Cash, G. Duncan, S. Beresford, A. McTiernan, D.walaa badawy",10.1007/s11136-013-0389-6,https://doi.org/10.1007/s11136-013-0389-6,Quality of Life Research,13,2013
Physical activity on prescription in primary health care: a follow‐up of physical activity level and quality of life,"Lena V. Kallings, M. Leijon, M. Hellénius, A. Ståhle",10.1111/j.1600-0838.2007.00678.x,https://doi.org/10.1111/j.1600-0838.2007.00678.x,Scandinavian Journal of Medicine & Science in Sports,185,2007
Physical activity and subjective well-being in old age in Indonesia,"Faiz Abdu Salam, Hari Yuliarto, Elsa Ariestika",10.25299/sportarea.2021.vol6(3).6948,https://doi.org/10.25299/sportarea.2021.vol6(3).6948,Journal Sport Area,0,2021
The Relationship between Physical Activity and Life Satisfaction among Omani Teachers,"Maya Alsulaimi, F. Hutagalung, Syed Kamaruzaman Bin Syed Ali, S. Zaid",10.13189/saj.2023.110118,https://doi.org/10.13189/saj.2023.110118,International Journal of Human Movement and Sports Sciences,0,2023
Does work-related and commuting physical activity predict changes in physical activity and sedentary behavior during the transition to retirement? GPS and accelerometer study.,"S. Pasanen, J. Halonen, K. Suorsa, T. Leskinen, Y. Kestens, B. Thierry, J. Pentti, J. Vahtera, S. Stenholm",10.1016/j.healthplace.2023.103025,https://doi.org/10.1016/j.healthplace.2023.103025,Health and Place,4,2023
Longitudinal relationship between wheelchair exercise capacity and life satisfaction in patients with spinal cord injury: A cohort study in the Netherlands,"C. V. van Koppenhagen, M. Post, S. de Groot, Christel M. C. van Leeuwen, F. V. van Asbeck, J. Stolwijk-Swüste, L. V. D. van der Woude, E. Lindeman",10.1179/2045772313Y.0000000167,https://doi.org/10.1179/2045772313Y.0000000167,Journal of Spinal Cord Medicine (JSCM),42,2014
"Physical Activity on Prescription (PAP), in patients with metabolic risk factors. A 6-month follow-up study in primary health care","Stefan Lundqvist, M. Börjesson, M. Larsson, L. Hagberg, Å. Cider",10.1371/journal.pone.0175190,https://doi.org/10.1371/journal.pone.0175190,PLoS ONE,28,2017
THE IMPORTANCE OF MAINTAINING PHYSICAL ACTIVITY FOR TRANSITIONS BETWEEN COGNITIVE STATES: A COORDINATED ANALYSIS,"Tomiko Yoneda, J. Rush, N. Lewis, Jamie E Knight, Jinshil Hyun, A. Piccinin, G. Terrera",10.1093/geroni/igz038.3323,https://doi.org/10.1093/geroni/igz038.3323,Innovation in aging,0,2019
Physical activity across midlife and health-related quality of life in Australian women: A target trial emulation using a longitudinal cohort,"Binh Nguyen, P. Clare, G. Mielke, Wendy J. Brown, D. Ding",10.1371/journal.pmed.1004384,https://doi.org/10.1371/journal.pmed.1004384,PLoS Medicine,5,2024
Sport and well-being: Frequency of physical activity and life satisfaction,"Ade Hermawansyah, Emmanuel Nizeyumukiza, A. Pierewan, Edmond Ndayambaje, Yulia Ayriza",10.25299/sportarea.2021.vol6(3).6583,https://doi.org/10.25299/sportarea.2021.vol6(3).6583,Journal Sport Area,4,2021
How much physical activity do people with,-,-,-,-,0,-
Does Vigorous Physical Activity Contribute to Adolescent Life Satisfaction?,"František Chmelík, K. Frömel, D. Groffik, M. Šafář, J. Mitáš",10.3390/ijerph18052236,https://doi.org/10.3390/ijerph18052236,International Journal of Environmental Research and Public Health,17,2021
Physical activity: what is already being done and how we can avert 1 million deaths annually in future,C. Sundberg,10.1136/bjsports-2016-096026,https://doi.org/10.1136/bjsports-2016-096026,British Journal of Sports Medicine,7,2016
Physical Activity And Subjective Well-Being In The Elderly,A. Silva,10.15405/epsbs.2018.11.18,https://doi.org/10.15405/epsbs.2018.11.18,-,1,2018
"Physical activity, sedentary behaviour and quality of life - the Northern Sweden MONICA Study 2014",N. Björklund,-,-,-,3,2017
"RELATIONSHIPS BETWEEN PHYSICAL ACTIVITY LEVELS AND SATISFACTION WITH PHYSICAL APPEARANCE, PERCEIVED HEALTH AND AFFECTIVE WELL-BEING","Ljiljana Kaliterna Lipovčan, Z. Prizmić-Larsen, Tihana Brkljačić, A. Brajša-žganec, L. Lučić",10.21465/2019-SP-222-04,https://doi.org/10.21465/2019-SP-222-04,Suvremena psihologija,0,2019
Active Living Becomes Achievable (ALBA): An Evaluation of the Effectiveness of a Behaviour Change Intervention at Promoting Physical Activity for Improved Mental Wellbeing,"Nicola Peddie, A. Snowden, Tony Westbury",10.1007/s40737-021-00246-4,https://doi.org/10.1007/s40737-021-00246-4,Journal of Psychosocial Rehabilitation and Mental Health,0,2021
Self-rated wellbeing and physical activity associations in European older adults,"M. Peralta, J. Martins, Francisco Gómez Chávez, Paola Cortés Almanzar, A. Marques",10.1080/17461391.2018.1469672,https://doi.org/10.1080/17461391.2018.1469672,European Journal of Sport Science,16,2018
"Relationships between intrinsic motivation, physical self-concept and satisfaction with life: A longitudinal study","José Martín-Albo, J. Núñez, Evelia Domínguez, J. Léon, J. Tomás",10.1080/02640414.2011.649776,https://doi.org/10.1080/02640414.2011.649776,Jurnal sport science,50,2012
Physical Activity Interventions: Effects on Well-Being Outcomes in Older Adults,"Diane K. Ehlers, Elizabeth A. Salerno, S. Aguiñaga, E. McAuley, S. Oishi",-,-,-,7,2019
Enhancing our understanding of physical activity and subjective well-being with a lifespan perspective,Jaclyn P. Maher,-,-,-,1,2017
Incentives and Physical Activity: An Assessment of the Association Between Vitality's Active Rewards with Apple Watch Benefit and Sustained Physical Activity Improvements.,"Marco Hafner, Jack Pollard, C. van Stolk",10.7249/rr2870,https://doi.org/10.7249/rr2870,Rand health quarterly,20,2018
"THE MINDFULNESS, ACCEPTANCE AND COMMITMENT APPROACH TO ENCOURAGING A PHYSICALLY MORE ACTIVE LIFESTYLE","A. Kangasniemi, A. Kangasniemi, R. Lappalainen, T. Tammelin",-,-,-,1,2015
"The adoption and maintenance of physical activity for mid-life, sedentary women",F. Morris,-,-,-,0,2008
Ask me if I am happy: sport practice and life satisfaction in Italy,"Marco Di Domizio, Elena Fabrizi",10.1007/s11135-024-01921-x,https://doi.org/10.1007/s11135-024-01921-x,Quality &amp; Quantity,1,2024
How effect active participation the life satisfaction of individuals,F. Ardahan,10.14687/jhs.v18i4.6175,https://doi.org/10.14687/jhs.v18i4.6175,Journal of Human Sciences,0,2021
Combination of physical activity and screen time on life satisfaction in adults: A cross-sectional survey,"Zhenhuai Chen, Jiangang Sun, Zhuang Wei",10.3389/fpsyg.2022.962520,https://doi.org/10.3389/fpsyg.2022.962520,Frontiers in Psychology,1,2022
"Life satisfaction in 18- to 64-year-old Swedes: in relation to education, employment situation, health and physical activity.","R. Melin, K. Fugl-Meyer, A. Fugl-Meyer",10.1080/16501970306119,https://doi.org/10.1080/16501970306119,Journal of Rehabilitation Medicine,243,2003
Impact of a community-based lifestyle intervention with initial sedentary reduction or physical activity increasing goals on self-reported health-related quality of life.,"C. Mitchell-Miland, Rachel G. Miller, Andrea M Kriska, Ada O Youk, Tiffany L. Gary-Webb, Susan M. Devaraj, T. Songer, Vincent C. Arena, Wendy C King, B. Rockette-Wagner",10.1093/tbm/ibae076,https://doi.org/10.1093/tbm/ibae076,Translational Behavioral Medicine,0,2025
"The relationships of change in physical activity with change in depression, anxiety, and burnout: a longitudinal study of Swedish healthcare workers.","M. Lindwall, M. Gerber, I. Jonsdottir, M. Börjesson, G. Ahlborg",10.1037/a0034402,https://doi.org/10.1037/a0034402,Health Psychology,182,2014
Associations of physical activity with positive mental health: A population-based study,"N. Tamminen, J. Reinikainen, K. Appelqvist-Schmidlechner, K. Borodulin, T. Mäki-Opas, Pia Solin",10.1016/j.mhpa.2020.100319,https://doi.org/10.1016/j.mhpa.2020.100319,-,76,2020
"Physical Activity, Body Image, and Subjective Well‐Being",C. Pop,10.5772/INTECHOPEN.68333,https://doi.org/10.5772/INTECHOPEN.68333,-,16,2017
The Association Between Time-Use Behaviors and Physical and Mental Well-Being in Adults: A Compositional Isotemporal Substitution Analysis.,"R. Curtis, D. Dumuid, T. Olds, R. Plotnikoff, C. Vandelanotte, J. Ryan, S. Edney, C. Maher",10.1123/jpah.2018-0687,https://doi.org/10.1123/jpah.2018-0687,Journal of Physical Activity and Health,34,2020
Physical activity and sedentary time after lifestyle interventions at the Norwegian Healthy Life Centres,"Odin H. Gryte, E. Meland, G. B. Samdal, L. Fadnes, J. Vold, T. Mildestvedt",10.1017/S1463423623000658,https://doi.org/10.1017/S1463423623000658,Primary Health Care Research and Development,1,2024
Elevating Subjective Well-Being Through Physical Exercises: An Intervention Study,"Katarzyna Iwon, Julia Skibinska, Dorota Jasielska, Sonia Kalwarczyk",10.3389/fpsyg.2021.702678,https://doi.org/10.3389/fpsyg.2021.702678,Frontiers in Psychology,38,2021
ACTIVIDAD FISICA Y CALIDAD DE VIDA,"Walter Toscano, L. Vega",-,-,-,5,2008
Sport participation and subjective well-being: instrumental variable results from German survey data.,"J. Ruseski, B. Humphreys, Kirstin Hallman, P. Wicker, C. Breuer",10.1123/jpah.2012-0001,https://doi.org/10.1123/jpah.2012-0001,Journal of Physical Activity and Health,135,2014
Leisure Time Sports Activities and Life Satisfaction: Deeper Insights Based on a Representative Survey from Germany,"M. Mutz, A. Reimers, Yolanda Demetriou",10.1007/s11482-020-09866-7,https://doi.org/10.1007/s11482-020-09866-7,Applied Research in Quality of Life,58,2020
Get active? A meta-analysis of leisure-time physical activity and subjective well-being,"Christopher W. Wiese, Lauren Kuykendall, L. Tay",10.1080/17439760.2017.1374436,https://doi.org/10.1080/17439760.2017.1374436,-,205,2018
The Combination of Physical Activity with Fruit and Vegetable Intake Significantly Improved Life Satisfaction Among Older Taiwanese Individuals: A 16-Year Population-Based Cohort Study,"Richard Szewei Wang, Yu-Ni Huang, M. Wahlqvist, T. Wan, T. Tung, Bing-Long Wang",10.2139/ssrn.4151983,https://doi.org/10.2139/ssrn.4151983,Social Science Research Network,0,2022
Physical activity and optimism in young and mid-aged women,"T. Pavey, N. Burton, W. Brown",10.1016/j.jsams.2013.10.124,https://doi.org/10.1016/j.jsams.2013.10.124,-,0,2013
Physical activity in persons with late effects of polio: a descriptive study.,"C. Winberg, U. Flansbjer, G. Carlsson, James Rimmer, J. Lexell",10.1016/j.dhjo.2014.02.003,https://doi.org/10.1016/j.dhjo.2014.02.003,Disability and Health Journal,14,2014
Nature-Based Interventions and Mind–Body Interventions: Saving Public Health Costs Whilst Increasing Life Satisfaction and Happiness,"J. Pretty, J. Barton",10.3390/ijerph17217769,https://doi.org/10.3390/ijerph17217769,International Journal of Environmental Research and Public Health,46,2020
Does Physical Activity Make Russian Youth Happier?,"V. M. Gritchina, N. Khorkina",10.34023/2313-6383-2022-29-3-112-124,https://doi.org/10.34023/2313-6383-2022-29-3-112-124,Voprosy statistiki,0,2022
Does active transport displace other physical activity? A systematic review of the evidence,"M. Wanjau, Yohani Dalugoda, M. Oberai, Holger Möller, C. Standen, F. Haigh, A. Milat, Peta Lucas, J. Veerman",10.1016/j.jth.2023.101631,https://doi.org/10.1016/j.jth.2023.101631,Journal of Transport &amp; Health,12,2023
"Are Total, Intensity- and Domain-Specific Physical Activity Levels Associated with Life Satisfaction among University Students?","Ž. Pedišić, Zrinka Greblo, P. Phongsavan, K. Milton, A. Bauman",10.1371/journal.pone.0118137,https://doi.org/10.1371/journal.pone.0118137,PLoS ONE,51,2015
Daily satisfaction with life is regulated by both physical activity and sedentary behavior.,"Jaclyn P. Maher, Shawna Doerksen, S. Elavsky, D. Conroy",10.1123/jsep.2013-0185,https://doi.org/10.1123/jsep.2013-0185,Journal of Sport & Exercise Psychology (JSEP),57,2014
Physical Activity and Subjective Wellbeing,R. Cummins,10.1007/978-3-319-75529-8_16,https://doi.org/10.1007/978-3-319-75529-8_16,-,1,2018
Estimating the global economic benefits of physically active populations over 30 years (2020–2050),"Marco Hafner, Erez Yerushalmi, Martin Stepanek, William Phillips, Jack Pollard, A. Deshpande, M. Whitmore, Francois Millard, S. Subel, C. van Stolk",10.1136/bjsports-2020-102590,https://doi.org/10.1136/bjsports-2020-102590,British Journal of Sports Medicine,41,2020
Are people who use active modes of transportation more physically active? An overview of reviews across the life course,"Stephanie A. Prince, S. Lancione, J. Lang, N. Amankwah, M. de Groh, Alejandra Jaramillo Garcia, Katherine Merucci, R. Geneau",10.1080/01441647.2021.2004262,https://doi.org/10.1080/01441647.2021.2004262,Transport reviews,43,2021
"Associations Between Exercise Training, Physical Activity, Sedentary Behaviour and Mortality: An Umbrella Review of Meta‐Analyses","M. Rahmati, Hyeri Lee, Hayeon Lee, Jaeyu Park, Djandan Tadum Arthur Vithran, Yusheng Li, Abdolreza Kazemi, Laurent Boyer, G. Fond, Lee Smith, Nicola Veronese, P. Soysal, E. Dragioti, Samuele Cortese, Jiseung Kang, D. Yon, Marco Solmi",10.1002/jcsm.13772,https://doi.org/10.1002/jcsm.13772,"Journal of Cachexia, Sarcopenia and Muscle",2,2025
THE ROLE OF MOTIVATION AND LIFE SATISFACTION ON CHILEAN UNIVERSITY STUDENTS’ PHYSICAL ACTIVITY AND SEDENTARY BEHAVIOR,"César Faúndez-Casanova, Diego Galdino França, Murillo Lago Menezes, Víctor Contreras Mellado, Alejandro Flores Aniotz, Camila Caceres-Salas, M. Castillo-Retamal, Jaime A Vásquez-Gómez, D.C.A. Galdino, Murillo Lago, Menezes, Víctor Contreras, Av, S. Miguel",-,-,-,0,2023
Increasing physical activity: a quantitative synthesis.,"R. Dishman, J. Buckworth",10.1097/00005768-199606000-00010,https://doi.org/10.1097/00005768-199606000-00010,Medicine & Science in Sports & Exercise,678,1996
"Physical activity, health, and life satisfaction: Four panel studies demonstrate reciprocal effects","D. Groß, C. Kohlmann",10.1111/aphw.70027,https://doi.org/10.1111/aphw.70027,Applied Psychology: Health and Well-Being,0,2025
Living longer by sitting less and moving more,"R. Stewart, J. Benatar, R. Maddison",10.1097/HCO.0000000000000207,https://doi.org/10.1097/HCO.0000000000000207,Current Opinion in Cardiology,23,2015
"VLIV POHYBOVÉ AKTIVITY A VNÍMANÉ OSOBNÍ ÚČINNOSTI NA KVALITU ŽIVOTA SENIORŮ PHYSICAL ACTIVITY, PERCEIVED SELF-EFFICACY AND THE QUALITY OF LIFE IN OLDER ADULTS","J. Mudrak, P. Slepi, ka, S. Elavsky",-,-,-,0,2021
